,full_text,hashtags,retweets,geo,tags
343,"@augurysys After 40 years of war, natural disasters &amp; persistent poverty, #COVID19 has thrown Afghanistan into an unprecedented health, social &amp; economic crisis. Despite challenges, people need humanitarian assistant  fundraising for Afghan children, women please donate save lives. https://t.co/9HnVIgGJxJ",{'COVID19'},0,,"[('Afghanistan', 'LOCATION')]"
344,"Please don't politicize 

Approximately 22 Veteran suicides a day. It's time to change the stigma.

Share these numbers and show our veterans &amp; troops we care and they're not alone. 

Veteran Crisis Line
US 800-273-8255
Press 1
Text 838255 
UK 0800 138 1619
Canada 18334564566 https://t.co/5HsLPOnvCw",set(),16,,"[('US', 'LOCATION'), ('Canada', 'LOCATION')]"
345,"2/ Military Crisis line:

1-800-273-8255
Press 1
Text: 838255

Support for deaf and hard of hearing:
1-800-799-4889

Calling from overseas?

In Europe: Call 00800 1273 8255 or DSN 118
In Korea: Call 0808 555 118 or DSN 118
In Afghanistan: Call 00 1 800 273 8255 or DSN 111 https://t.co/lTTQkSYmeY",set(),2,,"[('Europe', 'LOCATION'), ('Korea', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
346,"Confession of Imran Khan that Pakistan produce terrorists as per their need . Whats your views ? 

@vernaculartube @manas_muduli @DSMOdisha @ImBibhuduttaIND @SwainSatwik @srrashmi1 @heitibhaina @SHAHSUDH @NiharKPanda @dineshjoshi70 @Sandy49363539 @SharanMishra @Shawshanko https://t.co/DC7IUqSQek",set(),6,,"[('Imran', 'PERSON'), ('Khan', 'PERSON'), ('Pakistan', 'LOCATION')]"
347,"Afghan refugees in Iran are also part of the Afghan nation.  It is not fair to put pressure on the #Afghan_immigrants consulate and embassy with dollar demands.

@UN @ashrafghani @MHaneefAtmar @mfa_afghanistan  @Akhlaqi1 

#کاهش_هزینه_تذکره_پاسپورت_کنسولی","{'کاهش_هزینه_تذکره_پاسپورت_کنسولی', 'Afghan_immigrants'}",14,,"[('Iran', 'LOCATION'), ('UN', 'ORGANIZATION')]"
348,"@paykhar afghanistan created alot of problems for new weak and refugee filled pakistan, shameful honestly",set(),1,,[]
349,"@suryanandannet @vernaculartube @manas_muduli @DSMOdisha @ImBibhuduttaIND @SwainSatwik @srrashmi1 @heitibhaina @SHAHSUDH @NiharKPanda @dineshjoshi70 @Sandy49363539 @SharanMishra @Shawshanko USA has created most of these most wanted terrorist during the Afghanistan conflict..they used it to full of their potential. 
But once they tested their own medicine during World Trade centre attack in 2001, they retaliate against these...
Sad but true...",set(),0,,"[('Shawshanko', 'LOCATION'), ('USA', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
350,@MordechaiDov GFY...look at the 20 year wars...all Repube administration create massive debt..starting before Reagan,set(),0,,"[('Reagan', 'PERSON')]"
351,Afghanistan conflict: The families caught in crossfire on Helmand front line: Civilians fled if they could as fighting erupted between the Taliban and Afghan troops in Helmand. https://t.co/hFNq0TwxdE,set(),0,,"[('Afghanistan', 'LOCATION'), ('Helmand', 'LOCATION'), ('Taliban', 'ORGANIZATION'), ('Helmand', 'LOCATION')]"
352,Do you approve or disapprove of Donald Trump’s handling of his job as President?,set(),33,,"[('Donald', 'PERSON'), ('Trump', 'PERSON')]"
353,"@USPoliticsPoll Funding a Saudi-Arabian genocide in Yemen, bombed Afghanistan more times than Obama, no Medicare For All, no action to ban money in politics, no UBI, eviction crisis in the 30s, voter suppression, kicking people off healthcare, trickle-down BS, how is anyone approving?",set(),0,,"[('Yemen', 'LOCATION'), ('Afghanistan', 'LOCATION'), ('Obama', 'PERSON')]"
354,"Covid is our generations WMDs for Afghanistan war, or our punishment for bankers of GFC. #COVID19",{'COVID19'},1,,"[('Afghanistan', 'LOCATION'), ('GFC', 'ORGANIZATION')]"
355,"Australian Defence Force orders ban on destruction of evidence from Afghanistan war ...4 years after alleged war crimes investigation commenced ?

https://t.co/3etEwqRXsX",set(),1,,"[('Defence', 'ORGANIZATION'), ('Force', 'ORGANIZATION'), ('Afghanistan', 'LOCATION')]"
356,@UNHCRAfg @BurenCaroline @RefugeesMedia @MoRRAfg @UNHCRAsia @Refugees @unafghanistan @UNHCRgov @mfa_afghanistan @OCHAAfg @IndrikaRatwatte Thank you @UNHCRAfg,set(),0,,[]
357,If the election results are contested but leaning toward a Biden victory should Trump concede for the sake of preventing unrest or conflict?,set(),1849,,"[('Biden', 'PERSON'), ('Trump', 'PERSON')]"
358,Can’t believe this man’s father is against refugees for leaving Afghanistan meanwhile:,set(),0,,"[('Afghanistan', 'LOCATION')]"
359,"@dcan_hman The movie ""Charlie Wilson's war"" is a primer into the Afghanistan conflict. Like how the jihad started in the 1980s. The movie has Tom Hanks playing Charlie Wilson. Julia Roberts also plays a good character in this movie.",set(),0,,"[('Charlie', 'PERSON'), ('Wilson', 'PERSON'), ('Afghanistan', 'LOCATION'), ('Tom', 'PERSON'), ('Hanks', 'PERSON'), ('Charlie', 'PERSON'), ('Wilson', 'PERSON'), ('Julia', 'PERSON'), ('Roberts', 'PERSON')]"
360,"@Timcast Al Gore's concession gave us 9-11, Afghanistan &amp; Iraq Wars of choice, The PATRIOT ACT, Bush-Cheney, Medicare (Part D) Fraud etc, Balloning debt. Dems are not going easy this time. Nobody's conceding. Either way America is fucked.",set(),0,,"[('Timcast', 'PERSON'), ('Al', 'PERSON'), ('Gore', 'PERSON'), ('Afghanistan', 'LOCATION'), ('Iraq', 'LOCATION'), ('Medicare', 'ORGANIZATION'), ('America', 'LOCATION')]"
361,"@tony_aiken9 Didn't the Afghanistan war belong to Obama? Bush's certainly part of the Military Industrial Complex as is Biden! Trump isn't owned by anyone, any lobbyist or the press or Big Business! Wake up and smell the coffee! Biden is as corrupt as could be 47 years!",set(),0,,"[('Afghanistan', 'LOCATION'), ('Obama', 'PERSON'), ('Bush', 'PERSON'), ('Biden', 'PERSON'), ('Trump', 'PERSON'), ('Biden', 'PERSON')]"
362,"AUGUST 2018
Trump is reportedly considering (again) a plan to privatize the Afghanistan war and make Erik Prince rich. Remember Erik Prince?",set(),0,,"[('Trump', 'PERSON'), ('Afghanistan', 'LOCATION'), ('Erik', 'PERSON'), ('Prince', 'PERSON'), ('Erik', 'PERSON'), ('Prince', 'PERSON')]"
363,"15 years ago, we didn't have jihadist knife attacks &amp; beheadings in Europe. The reason that we do have them now is because the demographic group of which some members commit these atrocities has grown in size due to both mass immigration &amp; birth rates. This is undeniable. #Paris https://t.co/c79HjSwQAj",{'Paris'},45,,"[('Europe', 'LOCATION'), ('Paris', 'LOCATION')]"
364,"@SophieHRW HRW says little about America bombing Iraq, Afghanistan, Syria, etc, and allowing their respective citizens to choose between death and becoming refugees.",set(),0,,"[('America', 'LOCATION'), ('Iraq', 'LOCATION'), ('Afghanistan', 'LOCATION'), ('Syria', 'LOCATION')]"
365,The impact of Helmand fighting on local families is explored in @BBCWorld by @KawoonKhamoosh  https://t.co/e49xp9zkek,set(),2,,"[('Helmand', 'LOCATION')]"
366,It is not in #US national interests to allow its deep state to plant civil crisis or political instability in #Pakistan via Nawaz/Zardari as Afghanistan remains volatile. @realDonaldTrump is in the middle of elections &amp; making Pakistan unstable will destroy regional peace forever,"{'US', 'Pakistan'}",0,,"[('US', 'LOCATION'), ('Pakistan', 'LOCATION'), ('Afghanistan', 'LOCATION'), ('Pakistan', 'LOCATION')]"
367,"Frontline's ""Once Upon a Time in Iraq"", ""The Hurt Locker"" and ""Restrepo"" will deepen your understanding of the Iraq War and Afghanistan War.  They are this week's recommendations.

Details at https://t.co/0wXRM0eljs

#militarystories #veterans #documentaryfilm https://t.co/s1rGrgrvt9","{'militarystories', 'veterans', 'documentaryfilm'}",0,,"[('Frontline', 'PERSON'), ('Iraq', 'LOCATION'), ('Iraq', 'LOCATION')]"
368,"@EuropeanPan The fact that we have been importing muslims non-stop for decades, is infuriating. Even now Merkel says that we should welcome all these ""refugees"" from Pakistan/Afghanistan/Somalia. What else needs to happen in order to change this ABYSMAL immigration policy? 🤬🤬🤬",set(),0,,"[('Merkel', 'PERSON')]"
369,"@UhOhApocalypse @Truthallworld @AngryPlover @MysteryYoga @mollymotoole @CatoInstitute there are no refugees to america. the only countries in the middle eats at war are separated by an ocean. They can go to turkey or israel or something, not half way around the world. then they arent refugess",set(),0,,[]
370,@Ihsannasim @ajmaljami Ihsan Nasim afghan refugee Traitors have no place in Pakistan you are welcome to migrate back to Afghanistan,set(),0,,"[('Ihsan', 'PERSON'), ('Nasim', 'PERSON'), ('Pakistan', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
371,"@Diddy So you don't mind killing over 1 Million people in Iraq alone. Hundreds of thousands in Afghanistan, Libya, Syria, etc? You don't mind a migrant crisis caused by meddling in the Democratic processes of other nations?

Bomb innocent people to death - Ok
Orange Man- Bad",set(),0,,"[('Diddy', 'PERSON'), ('Iraq', 'LOCATION'), ('Afghanistan', 'LOCATION'), ('Libya', 'LOCATION'), ('Syria', 'LOCATION')]"
372,"I did nothing for 4 years but I am desperately throwing Hail Mary’s left and right two and a half weeks before an election that I’m not favored to win so yeah, let’s wrap up that Afghanistan war lol So desperate it’s a trip",set(),1,,"[('Hail', 'PERSON'), ('Mary', 'PERSON'), ('’', 'PERSON'), ('Afghanistan', 'LOCATION')]"
373,"Children at risk: A nation-wide, cross-sectional study examining post-traumatic stress symptoms in refugee minors from Syria, Iraq and Afghanistan resettled in Sweden between 2014 and 2018 | Conflict and Health | Full Text https://t.co/KKjcytCnMO",set(),2,,"[('Syria', 'LOCATION'), ('Iraq', 'LOCATION'), ('Afghanistan', 'LOCATION'), ('Sweden', 'LOCATION')]"
374,"As joint assessment to evaluate the humanitarian needs of thousands of displaced people in #Helmand #Afghanistan continues, @UNHCRAfg started distribution of cash assistance to extremely vulnerable families through our protection programme for Persons with Specific Needs. https://t.co/Asfy9AxOD1","{'Afghanistan', 'Helmand'}",13,,"[('Afghanistan', 'LOCATION')]"
375,"@FulgurInteritum @Truthallworld @AngryPlover @MysteryYoga @mollymotoole @CatoInstitute Civil conflict counts. 

DR Congo, Burma/Myanmar, Ukraine, Eritrea, Afghanistan were the highest in 2019.

There's on average not 30K refugees EVERY year to the USA, except for 2020, where Trump dropped it to 18K.",set(),0,,"[('DR', 'LOCATION'), ('Congo', 'LOCATION'), ('Ukraine', 'LOCATION'), ('Eritrea', 'LOCATION'), ('Afghanistan', 'LOCATION'), ('USA', 'LOCATION'), ('Trump', 'PERSON')]"
376,"La nueva ofensiva #talibán en #Helmand pese a las conversaciones de paz. ""Ellos combaten, nosotros morimos"" https://t.co/xtCxvaiJO6","{'Helmand', 'talibán'}",1,,[]
377,"Pakistan also suffered massively during the war on terror, but never backed out from its commitment to work closely with Afghan people. Pakistan is hosting refugees and working tirelessly to facilitate the peace process in Afghanistan
#رسیداں_کڈو_فوج_تے_بھوکنا_چھڈو https://t.co/L3jw4jhWyC",{'رسیداں_کڈو_فوج_تے_بھوکنا_چھڈو'},19,,"[('Pakistan', 'LOCATION'), ('Pakistan', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
378,Book 26 https://t.co/Eu0Fb5Wp7K,set(),0,,[]
379,This what my dad looked like in his 50’s bruh s/o genetics (Afghanistan war pictured in the background) https://t.co/xtjaphSL0T,set(),0,,[]
380,SAS Australia on Ch7 hasn’t even started yet but that have been going longer than the Afghanistan conflict,set(),0,,"[('SAS', 'ORGANIZATION'), ('Australia', 'ORGANIZATION'), ('Afghanistan', 'LOCATION')]"
381,"You imply that overdose crisis/opioid crisis started b/c of over-prescribing.

But, social and economic factors were most likely the primary driver for an unusually high number of people in the U.S. to consume Rx opioids in 90s. Those factors are possibly not at play in the U.K.",set(),1,,"[('U.S.', 'LOCATION'), ('U.K', 'LOCATION')]"
382,"Fast forward to about 10 yrs ago and the illicit supply became fentanyl adulterated at the same time that pharmaceuticals were being reduced.

Same street supply contamination in Canada.

As of right now U.K. not dealing with adulteration crisis. Their heroin is from Afghanistan.",set(),0,,"[('Canada', 'LOCATION'), ('U.K.', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
383,"Postponed because of the unexpected CMCO. But we’ll be back. And Then Came Spring features a cast and crew of refugees from Afghanistan, Pakistan, Syria and Iran working alongside Malaysians to make theatre. https://t.co/9SjdSXUOcT",set(),6,,"[('Afghanistan', 'LOCATION'), ('Pakistan', 'LOCATION'), ('Syria', 'LOCATION'), ('Iran', 'LOCATION')]"
384,"UNHCR Statistical Factsheet: Onward Movements of Afghan Refugees, August 2020 https://t.co/BabhTFK7uG via @reliefweb",set(),0,,"[('UNHCR', 'ORGANIZATION')]"
385,@DicksRaw @Tony_simp_rano propaganda is when independent metrics and statements from the Afghan government and all available evidence of the situation in the area. this image applies to you. stop reading the intercept,set(),0,,[]
386,"@RedCharlotte_ @Tony_simp_rano Sorry bud. I dont read news. I get all my info from poster online who say shit like  ""The overall outcome of the Afghanistan [war] has been positive."" and ""QOL has improved in Afghanistan are improving [after we invaded the fuck out of them.]""",set(),0,,"[('Afghanistan', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
387,"Afghan Refugees Live Matter. Where is Human Rights?
#کاهش_هزینه_تذکره_پاسپورت_کنسولی
#ARG_AFG
@mfa_afghanistan
@UNHumanRights
@DrSimasamar
@ashrafghani
@MHaneefAtmar
@Akhlaqi1
@MoRRAfg","{'ARG_AFG', 'کاهش_هزینه_تذکره_پاسپورت_کنسولی'}",8,,[]
388,@ahlabonde @EuropeanPan @Comrad_Euro Do you think the refugees of Today are the same as those? I always saw Sweden as a peaceful country but now it is a dangerous place specially for women.,set(),0,,"[('Sweden', 'LOCATION')]"
389,"@Lelouck9 @EuropeanPan @Comrad_Euro I meet refugees every day from for instance Afghanistan, Syria and Eritrea. My impression is that they, generally speaking, are struggling hard to get by (with work, studies etc).",set(),0,,"[('Afghanistan', 'LOCATION'), ('Syria', 'LOCATION'), ('Eritrea', 'LOCATION')]"
390,What was the first election you voted in and how old were you? #NoShame and please #NoJudgement. I want to hear from you. Drop a line...not a dime. Let me know. #CrossTalk #AMJoy,"{'AMJoy', 'NoJudgement', 'NoShame', 'CrossTalk'}",347,,"[('NoShame', 'ORGANIZATION')]"
391,Yet another reason why the small topic of the economy will not be a topic at the last debate—,set(),1433,,[]
392,"@IngrahamAngle After 40 years of war, natural disasters &amp; persistent poverty, COVID19 has thrown Afghanistan into an unprecedented health, social &amp; economic crisis.Despite challenges people need humanitarian assistant  fundraising for Afg children, women ,anyone see this msg share with your fd. https://t.co/CWnMBWZp2o",set(),0,,"[('Afghanistan', 'LOCATION'), ('Afg', 'ORGANIZATION')]"
393,".@DouglasEmhoff and I wish our Hindu American friends and family, and all those celebrating, a very Happy Navratri! May this holiday serve as an inspiration to all of us to lift up our communities and build a more inclusive and just America.",set(),5743,,"[('DouglasEmhoff', 'PERSON'), ('America', 'LOCATION')]"
